"iso_a3","country","year","region","income_group","gdp_percap","life_expect","population","birth_rate","neonat_mortal"
"AFG","Afghanistan",1996,"South Asia","Low income",,52.9727804878049,18415307,51.063,46
"AFG","Afghanistan",1997,"South Asia","Low income",,53.5084878048781,19021226,51.039,45.5
"AFG","Afghanistan",1998,"South Asia","Low income",,53.9921951219512,19496836,50.869,45.1
"AFG","Afghanistan",1999,"South Asia","Low income",,54.4328780487805,19987071,50.528,44.6
"AFG","Afghanistan",2000,"South Asia","Low income",,54.8485609756098,20595360,49.999,44.2
"AFG","Afghanistan",2001,"South Asia","Low income",,55.2562195121951,21347782,49.281,43.6
"AFG","Afghanistan",2002,"South Asia","Low income",866.728717809182,55.6718780487805,22202806,48.405,43
"AFG","Afghanistan",2003,"South Asia","Low income",920.781839022754,56.1075609756098,23116142,47.403,42.3
"AFG","Afghanistan",2004,"South Asia","Low income",920.160891653404,56.5697317073171,24018682,46.291,41.6
"AFG","Afghanistan",2005,"South Asia","Low income",1020.13816369908,57.0584390243903,24860855,45.078,41
"AFG","Afghanistan",2006,"South Asia","Low income",1076.51928554417,57.5706585365854,25631282,43.763,40.3
"AFG","Afghanistan",2007,"South Asia","Low income",1222.77040855164,58.0913658536585,26349243,42.361,39.7
"AFG","Afghanistan",2008,"South Asia","Low income",1259.14522726191,58.6070975609756,27032197,40.899,39.1
"AFG","Afghanistan",2009,"South Asia","Low income",1497.93944117835,59.1123414634146,27708187,39.414,38.6
"AFG","Afghanistan",2010,"South Asia","Low income",1604.17685797205,59.6000975609756,28397812,37.952,38.1
"AFG","Afghanistan",2011,"South Asia","Low income",1695.1534360731,60.0653658536585,29105480,36.556,37.5
"AFG","Afghanistan",2012,"South Asia","Low income",1927.06064741913,60.5091219512195,29824536,35.254,36.9
"AFG","Afghanistan",2013,"South Asia","Low income",1946.15410078687,60.9314146341464,30551674,34.065,36.3
"AFG","Afghanistan",2014,"South Asia","Low income",1967.08345686559,,31280518,,
"AGO","Angola",1990,"Sub-Saharan Africa","Upper middle income",2735.04224551023,41.1383414634146,10333844,52.587,54.3
"AGO","Angola",1991,"Sub-Saharan Africa","Upper middle income",2708.58959568127,41.2063414634146,10652727,52.427,54.3
"AGO","Angola",1992,"Sub-Saharan Africa","Upper middle income",2497.12667289403,41.3130243902439,11002758,52.242,54.3
"AGO","Angola",1993,"Sub-Saharan Africa","Upper middle income",1862.54176094351,41.4781951219512,11372156,52.04,54.3
"AGO","Angola",1994,"Sub-Saharan Africa","Upper middle income",1906.51171431991,41.716243902439,11743432,51.825,54.2
"AGO","Angola",1995,"Sub-Saharan Africa","Upper middle income",2084.51710927168,42.0514634146341,12104952,51.603,54.2
"AGO","Angola",1996,"Sub-Saharan Africa","Upper middle income",2294.52570620055,42.5016341463415,12451945,51.379,54.1
"AGO","Angola",1997,"Sub-Saharan Africa","Upper middle income",2451.34354087329,43.0621219512195,12791388,51.155,53.9
"AGO","Angola",1998,"Sub-Saharan Africa","Upper middle income",2576.83237050246,43.7142682926829,13137542,50.93,53.7
"AGO","Angola",1999,"Sub-Saharan Africa","Upper middle income",2626.44342319325,44.439,13510616,50.703,53.5
"AGO","Angola",2000,"Sub-Saharan Africa","Upper middle income",2684.78810935574,45.2047804878049,13924930,50.477,53.2
"AGO","Angola",2001,"Sub-Saharan Africa","Upper middle income",2770.29341070309,45.9731463414634,14385283,50.257,52.9
"AGO","Angola",2002,"Sub-Saharan Africa","Upper middle income",3093.79224575753,46.7117317073171,14886574,50.034,52.7
"AGO","Angola",2003,"Sub-Saharan Africa","Upper middle income",3205.96073879426,47.3931707317073,15421075,49.799,52.4
"AGO","Angola",2004,"Sub-Saharan Africa","Upper middle income",3525.47088672392,48.003512195122,15976715,49.538,52
"AGO","Angola",2005,"Sub-Saharan Africa","Upper middle income",4155.76933403792,48.5388048780488,16544376,49.224,51.7
"AGO","Angola",2006,"Sub-Saharan Africa","Upper middle income",4997.0353353901,49.0070487804878,17122409,48.825,51.2
"AGO","Angola",2007,"Sub-Saharan Africa","Upper middle income",6079.4215403076,49.4357317073171,17712824,48.33,50.7
"AGO","Angola",2008,"Sub-Saharan Africa","Upper middle income",6823.39925201559,49.8473902439024,18314441,47.739,50.1
"AGO","Angola",2009,"Sub-Saharan Africa","Upper middle income",6813.35405508101,50.2510243902439,18926650,47.063,49.5
"AGO","Angola",2010,"Sub-Saharan Africa","Upper middle income",6904.49977345251,50.6541707317073,19549124,46.327,48.8
"AGO","Angola",2011,"Sub-Saharan Africa","Upper middle income",7094.08430203827,51.0593170731707,20180490,45.566,48.1
"AGO","Angola",2012,"Sub-Saharan Africa","Upper middle income",7360.30022140469,51.464,20820525,44.819,47.4
"AGO","Angola",2013,"Sub-Saharan Africa","Upper middle income",7736.01685217652,51.8661707317073,21471618,44.117,46.6
"AGO","Angola",2014,"Sub-Saharan Africa","Upper middle income",7909.87623742806,,22137261,,
"ALB","Albania",1990,"Europe & Central Asia","Upper middle income",2840.98723449143,71.9573170731707,3286542,25.225,17
"ALB","Albania",1991,"Europe & Central Asia","Upper middle income",2079.45198485958,71.9184146341463,3266790,24.687,16.4
"ALB","Albania",1992,"Europe & Central Asia","Upper middle income",1985.72469070634,71.9008048780488,3247039,24.14,15.9
"ALB","Albania",1993,"Europe & Central Asia","Upper middle income",2241.77087925198,71.9358536585366,3227287,23.594,15.5
"ALB","Albania",1994,"Europe & Central Asia","Upper middle income",2494.7731833378,72.0419512195122,3207536,23.049,15
"ALB","Albania",1995,"Europe & Central Asia","Upper middle income",2903.41139336806,72.2360243902439,3187784,22.49,14.5
"ALB","Albania",1996,"Europe & Central Asia","Upper middle income",3245.55755781673,72.5274146341463,3168033,21.896,14.1
"ALB","Albania",1997,"Europe & Central Asia","Upper middle income",2982.99239553394,72.8980975609756,3148281,21.249,13.6
"ALB","Albania",1998,"Europe & Central Asia","Upper middle income",3419.77114055143,73.3265853658537,3128530,20.539,13
"ALB","Albania",1999,"Europe & Central Asia","Upper middle income",3847.07575478155,73.7933902439025,3108778,19.77,12.5
"ALB","Albania",2000,"Europe & Central Asia","Upper middle income",4248.83789070839,74.2720731707317,3089027,18.938,12
"ALB","Albania",2001,"Europe & Central Asia","Upper middle income",4693.7041975562,74.7342195121951,3060173,18.046,11.5
"ALB","Albania",2002,"Europe & Central Asia","Upper middle income",4918.69333368358,75.1579512195122,3051010,17.118,11.1
"ALB","Albania",2003,"Europe & Central Asia","Upper middle income",5322.60832234141,75.5293658536585,3039616,16.188,10.6
"ALB","Albania",2004,"Europe & Central Asia","Upper middle income",5815.88983654501,75.839,3026939,15.29,10.2
"ALB","Albania",2005,"Europe & Central Asia","Upper middle income",6365.68088362333,76.0893902439024,3011487,14.474,9.8
"ALB","Albania",2006,"Europe & Central Asia","Upper middle income",7181.10822762171,76.2905365853659,2992547,13.788,9.4
"ALB","Albania",2007,"Europe & Central Asia","Upper middle income",7659.17352668723,76.4648536585366,2970017,13.255,9.1
"ALB","Albania",2008,"Europe & Central Asia","Upper middle income",8769.11767025522,76.6323170731707,2947314,12.885,8.7
"ALB","Albania",2009,"Europe & Central Asia","Upper middle income",9345.09376150331,76.8018780487805,2927519,12.674,8.4
"ALB","Albania",2010,"Europe & Central Asia","Upper middle income",9297.49275289637,76.978512195122,2913021,12.607,8.1
"ALB","Albania",2011,"Europe & Central Asia","Upper middle income",9640.13021649275,77.1632195121951,2904780,12.651,7.9
"ALB","Albania",2012,"Europe & Central Asia","Upper middle income",9666.69732164956,77.3504634146341,2900489,12.756,7.7
"ALB","Albania",2013,"Europe & Central Asia","Upper middle income",9925.90662345448,77.537243902439,2897366,12.877,7.4
"ALB","Albania",2014,"Europe & Central Asia","Upper middle income",10428.4558717232,,2894475,,
"AND","Andorra",1990,"Europe & Central Asia","High income",,,54511,11.9,4.2
"AND","Andorra",1991,"Europe & Central Asia","High income",,,56674,11.9,4
"AND","Andorra",1992,"Europe & Central Asia","High income",,,58904,12.1,3.7
"AND","Andorra",1993,"Europe & Central Asia","High income",,,61003,11.4,3.4
"AND","Andorra",1994,"Europe & Central Asia","High income",,,62707,10.9,3.2
"AND","Andorra",1995,"Europe & Central Asia","High income",,,63854,11,3
"AND","Andorra",1996,"Europe & Central Asia","High income",,,64274,10.9,2.8
"AND","Andorra",1997,"Europe & Central Asia","High income",,,64090,11.2,2.7
"AND","Andorra",1998,"Europe & Central Asia","High income",,,63799,11.9,2.5
"AND","Andorra",1999,"Europe & Central Asia","High income",,,64084,12.6,2.4
"AND","Andorra",2000,"Europe & Central Asia","High income",,,65399,11.3,2.3
"AND","Andorra",2001,"Europe & Central Asia","High income",,,68000,11.8,2.1
"AND","Andorra",2002,"Europe & Central Asia","High income",,,71639,11.2,2.1
"AND","Andorra",2003,"Europe & Central Asia","High income",,,75643,10.3,2
"AND","Andorra",2004,"Europe & Central Asia","High income",,,79060,10.9,1.9
"AND","Andorra",2005,"Europe & Central Asia","High income",,,81223,10.7,1.9
"AND","Andorra",2006,"Europe & Central Asia","High income",,,81877,10.6,1.8
"AND","Andorra",2007,"Europe & Central Asia","High income",,,81292,10.1,1.7
"AND","Andorra",2008,"Europe & Central Asia","High income",,,79969,10.4,1.7
"AND","Andorra",2009,"Europe & Central Asia","High income",,,78659,9.9,1.6
"AND","Andorra",2010,"Europe & Central Asia","High income",,,77907,9.8,1.6
"AND","Andorra",2011,"Europe & Central Asia","High income",,,77865,,1.5
"AND","Andorra",2012,"Europe & Central Asia","High income",,,78360,9.5,1.5
"AND","Andorra",2013,"Europe & Central Asia","High income",,,79218,,1.4
"AND","Andorra",2014,"Europe & Central Asia","High income",,,80153,,
"ARE","United Arab Emirates",1990,"Middle East & North Africa","High income",74219.657743342,71.7206341463415,1806498,25.892,9.3
"ARE","United Arab Emirates",1991,"Middle East & North Africa","High income",73234.8914500162,72.013756097561,1908002,24.746,8.9
"ARE","United Arab Emirates",1992,"Middle East & North Africa","High income",73372.9099159536,72.2993414634146,2012977,23.566,8.5
"ARE","United Arab Emirates",1993,"Middle East & North Africa","High income",72187.0601969758,72.5779024390244,2121143,22.396,8.2
"ARE","United Arab Emirates",1994,"Middle East & North Africa","High income",74887.8862930079,72.8519268292683,2232159,21.275,7.8
"ARE","United Arab Emirates",1995,"Middle East & North Africa","High income",77594.7417584624,73.1219024390244,2346305,20.238,7.6
"ARE","United Arab Emirates",1996,"Middle East & North Africa","High income",79380.4072707186,73.3878292682927,2470810,19.309,7.4
"ARE","United Arab Emirates",1997,"Middle East & North Africa","High income",82725.3790952054,73.6497317073171,2608993,18.488,7.1
"ARE","United Arab Emirates",1998,"Middle East & North Africa","High income",79465.9350918445,73.9055853658537,2753498,17.778,6.9
"ARE","United Arab Emirates",1999,"Middle East & North Africa","High income",79002.4470659475,74.1579024390244,2893648,17.189,6.7
"ARE","United Arab Emirates",2000,"Middle East & North Africa","High income",85641.6036380913,74.4056829268293,3026352,16.738,6.5
"ARE","United Arab Emirates",2001,"Middle East & North Africa","High income",85819.9278490964,74.6494634146342,3132104,16.438,6.4
"ARE","United Arab Emirates",2002,"Middle East & North Africa","High income",86714.4748633721,74.8892195121951,3223969,16.274,6.2
"ARE","United Arab Emirates",2003,"Middle East & North Africa","High income",92077.7339847298,75.1244878048781,3369254,16.218,6
"ARE","United Arab Emirates",2004,"Middle East & North Africa","High income",95460.7293204185,75.3557317073171,3658658,16.24,5.9
"ARE","United Arab Emirates",2005,"Middle East & North Africa","High income",91108.5265268859,75.5819512195122,4148883,16.302,5.8
"ARE","United Arab Emirates",2006,"Middle East & North Africa","High income",87770.8736228745,75.8001219512195,4875639,16.365,5.6
"ARE","United Arab Emirates",2007,"Middle East & North Africa","High income",78194.0274106883,76.0112195121951,5797347,16.395,5.5
"ARE","United Arab Emirates",2008,"Middle East & North Africa","High income",70155.736481661,76.214756097561,6798635,16.357,5.4
"ARE","United Arab Emirates",2009,"Middle East & North Africa","High income",59001.0271258921,76.4107073170732,7718319,16.224,5.3
"ARE","United Arab Emirates",2010,"Middle East & North Africa","High income",55498.0983126306,76.5986097560976,8441537,15.969,5.2
"ARE","United Arab Emirates",2011,"Middle East & North Africa","High income",56192.2592844264,76.781,8925096,15.578,5.1
"ARE","United Arab Emirates",2012,"Middle East & North Africa","High income",58052.0094307375,76.9578780487805,9205651,15.069,5
"ARE","United Arab Emirates",2013,"Middle East & North Africa","High income",61049.0928739811,77.1312926829268,9346129,14.466,4.8
"ARE","United Arab Emirates",2014,"Middle East & North Africa","High income",63497.0526751315,,9445624,,
"ARG","Argentina",1990,"Latin America & Caribbean","Upper middle income",,71.5436585365854,32624874,21.72,15.8
"ARG","Argentina",1991,"Latin America & Caribbean","Upper middle income",,71.7632926829268,33075194,21.527,15.2
"ARG","Argentina",1992,"Latin America & Caribbean","Upper middle income",,71.9889512195122,33520803,21.31,14.6
"ARG","Argentina",1993,"Latin America & Caribbean","Upper middle income",,72.2156585365854,33961947,21.067,14.1
"ARG","Argentina",1994,"Latin America & Caribbean","Upper middle income",,72.4413902439024,34399343,20.8,13.5
"ARG","Argentina",1995,"Latin America & Caribbean","Upper middle income",,72.6646097560976,34833168,20.503,13.1
"ARG","Argentina",1996,"Latin America & Caribbean","Upper middle income",,72.8853170731707,35264070,20.176,12.7
"ARG","Argentina",1997,"Latin America & Caribbean","Upper middle income",,73.1039756097561,35690778,19.827,12.2
"ARG","Argentina",1998,"Latin America & Caribbean","Upper middle income",,73.3200731707317,36109342,19.465,11.8
"ARG","Argentina",1999,"Latin America & Caribbean","Upper middle income",,73.5341219512195,36514558,19.103,11.5
"ARG","Argentina",2000,"Latin America & Caribbean","Upper middle income",,73.7456585365854,36903067,18.757,11.1
"ARG","Argentina",2001,"Latin America & Caribbean","Upper middle income",,73.9536829268293,37273361,18.445,10.8
"ARG","Argentina",2002,"Latin America & Caribbean","Upper middle income",,74.1587804878049,37627545,18.177,10.5
"ARG","Argentina",2003,"Latin America & Caribbean","Upper middle income",,74.3599512195122,37970411,17.958,10.1
"ARG","Argentina",2004,"Latin America & Caribbean","Upper middle income",,74.5577317073171,38308779,17.788,9.7
"ARG","Argentina",2005,"Latin America & Caribbean","Upper middle income",,74.7516585365854,38647854,17.66,9.2
"ARG","Argentina",2006,"Latin America & Caribbean","Upper middle income",,74.9412195121951,38988923,17.564,8.8
"ARG","Argentina",2007,"Latin America & Caribbean","Upper middle income",,75.1269024390244,39331357,17.481,8.5
"ARG","Argentina",2008,"Latin America & Caribbean","Upper middle income",,75.3081951219512,39676083,17.396,8.3
"ARG","Argentina",2009,"Latin America & Caribbean","Upper middle income",,75.4870975609756,40023641,17.301,8
"ARG","Argentina",2010,"Latin America & Caribbean","Upper middle income",,75.6635609756098,40374224,17.188,7.8
"ARG","Argentina",2011,"Latin America & Caribbean","Upper middle income",,75.8386097560976,40728738,17.057,7.6
"ARG","Argentina",2012,"Latin America & Caribbean","Upper middle income",,76.0126829268293,41086927,16.911,7.3
"ARG","Argentina",2013,"Latin America & Caribbean","Upper middle income",,76.1872926829268,41446246,16.756,7.1
"ARG","Argentina",2014,"Latin America & Caribbean","Upper middle income",,,41803125,,
"ARM","Armenia",1990,"Europe & Central Asia","Lower middle income",2414.40150066202,67.7478048780488,3544695,21.6,24.2
"ARM","Armenia",1991,"Europe & Central Asia","Lower middle income",2223.44591506761,67.7382926829268,3511912,20.652,23.4
"ARM","Armenia",1992,"Europe & Central Asia","Lower middle income",1347.49088952833,67.8533414634147,3449497,19.546,22.6
"ARM","Armenia",1993,"Europe & Central Asia","Lower middle income",1287.95417735558,68.0695609756098,3369673,18.348,21.7
"ARM","Armenia",1994,"Europe & Central Asia","Lower middle income",1419.99153961188,68.3766585365854,3289943,17.123,20.9
"ARM","Armenia",1995,"Europe & Central Asia","Lower middle income",1581.73294260597,68.7635609756098,3223173,15.962,20.1
"ARM","Armenia",1996,"Europe & Central Asia","Lower middle income",1731.80656504378,69.2168536585366,3173425,14.957,19.4
"ARM","Armenia",1997,"Europe & Central Asia","Lower middle income",1840.69599796794,69.7164146341464,3137652,14.16,18.6
"ARM","Armenia",1998,"Europe & Central Asia","Lower middle income",2012.3388831387,70.2402195121951,3112958,13.6,18
"ARM","Armenia",1999,"Europe & Central Asia","Lower middle income",2123.61322577432,70.7670975609756,3093820,13.286,17.3
"ARM","Armenia",2000,"Europe & Central Asia","Lower middle income",2313.33193028303,71.2765365853658,3076098,13.201,16.6
"ARM","Armenia",2001,"Europe & Central Asia","Lower middle income",2605.83631823085,71.7556585365854,3059960,13.299,15.9
"ARM","Armenia",2002,"Europe & Central Asia","Lower middle income",3007.46315479918,72.202243902439,3047002,13.494,15.3
"ARM","Armenia",2003,"Europe & Central Asia","Lower middle income",3510.76542070914,72.6109756097561,3036032,13.712,14.7
"ARM","Armenia",2004,"Europe & Central Asia","Lower middle income",3998.57918383257,72.9749268292683,3025652,13.911,14.1
"ARM","Armenia",2005,"Europe & Central Asia","Lower middle income",4716.24325736811,73.2885609756098,3014917,14.061,13.5
"ARM","Armenia",2006,"Europe & Central Asia","Lower middle income",5524.71259533358,73.5498292682927,3002911,14.152,12.9
"ARM","Armenia",2007,"Europe & Central Asia","Lower middle income",6479.677239419,73.7646341463415,2989882,14.201,12.4
"ARM","Armenia",2008,"Europe & Central Asia","Lower middle income",7092.05022891426,73.9438780487805,2977488,14.219,11.9
"ARM","Armenia",2009,"Europe & Central Asia","Lower middle income",6154.05639011546,74.0930487804878,2968154,14.201,11.4
"ARM","Armenia",2010,"Europe & Central Asia","Lower middle income",6376.2681923789,74.2196585365854,2963496,14.14,10.9
"ARM","Armenia",2011,"Europe & Central Asia","Lower middle income",6812.35195593287,74.3321951219512,2964120,14.033,10.4
"ARM","Armenia",2012,"Europe & Central Asia","Lower middle income",7421.52243919022,74.4372195121951,2969081,13.884,10
"ARM","Armenia",2013,"Europe & Central Asia","Lower middle income",7776.12739528113,74.540756097561,2976566,13.699,9.5
"ARM","Armenia",2014,"Europe & Central Asia","Lower middle income",8137.53028650576,,2983990,,
"ASM","American Samoa",1990,"East Asia & Pacific","Upper middle income",,,47044,,
"ASM","American Samoa",1991,"East Asia & Pacific","Upper middle income",,,48379,,
"ASM","American Samoa",1992,"East Asia & Pacific","Upper middle income",,,49597,,
"ASM","American Samoa",1993,"East Asia & Pacific","Upper middle income",,,50725,,
"ASM","American Samoa",1994,"East Asia & Pacific","Upper middle income",,,51807,,
"ASM","American Samoa",1995,"East Asia & Pacific","Upper middle income",,,52874,,
"ASM","American Samoa",1996,"East Asia & Pacific","Upper middle income",,,53926,,
"ASM","American Samoa",1997,"East Asia & Pacific","Upper middle income",,,54942,,
"ASM","American Samoa",1998,"East Asia & Pacific","Upper middle income",,,55899,,
"ASM","American Samoa",1999,"East Asia & Pacific","Upper middle income",,,56768,,
"ASM","American Samoa",2000,"East Asia & Pacific","Upper middle income",,,57522,,
"ASM","American Samoa",2001,"East Asia & Pacific","Upper middle income",,,58176,,
"ASM","American Samoa",2002,"East Asia & Pacific","Upper middle income",,,58729,,
"ASM","American Samoa",2003,"East Asia & Pacific","Upper middle income",,,59117,,
"ASM","American Samoa",2004,"East Asia & Pacific","Upper middle income",,,59262,,
"ASM","American Samoa",2005,"East Asia & Pacific","Upper middle income",,,59117,,
"ASM","American Samoa",2006,"East Asia & Pacific","Upper middle income",,,58652,21.6,
"ASM","American Samoa",2007,"East Asia & Pacific","Upper middle income",,,57919,,
"ASM","American Samoa",2008,"East Asia & Pacific","Upper middle income",,,57053,,
"ASM","American Samoa",2009,"East Asia & Pacific","Upper middle income",,,56245,,
"ASM","American Samoa",2010,"East Asia & Pacific","Upper middle income",,,55636,18.7,
"ASM","American Samoa",2011,"East Asia & Pacific","Upper middle income",,,55274,,
"ASM","American Samoa",2012,"East Asia & Pacific","Upper middle income",,,55128,,
"ASM","American Samoa",2013,"East Asia & Pacific","Upper middle income",,,55165,,
"ASM","American Samoa",2014,"East Asia & Pacific","Upper middle income",,,55320,,
"ATG","Antigua and Barbuda",1990,"Latin America & Caribbean","High income",11087.0017397968,71.1629512195122,61906,18.779,12.4
"ATG","Antigua and Barbuda",1991,"Latin America & Caribbean","High income",11594.5836775759,71.4005853658537,62412,18.879,11.9
"ATG","Antigua and Barbuda",1992,"Latin America & Caribbean","High income",11766.7820782351,71.6347073170732,63434,19.047,11.4
"ATG","Antigua and Barbuda",1993,"Latin America & Caribbean","High income",12415.4035437574,71.8658536585366,64868,19.274,10.9
"ATG","Antigua and Barbuda",1994,"Latin America & Caribbean","High income",13141.1910059715,72.093,66550,19.54,10.4
"ATG","Antigua and Barbuda",1995,"Latin America & Caribbean","High income",12516.5937012495,72.3176829268293,68349,19.816,10
"ATG","Antigua and Barbuda",1996,"Latin America & Caribbean","High income",13236.8642298699,72.5388536585366,70245,20.064,9.6
"ATG","Antigua and Barbuda",1997,"Latin America & Caribbean","High income",13732.7667552044,72.7575609756098,72232,20.251,9.2
"ATG","Antigua and Barbuda",1998,"Latin America & Caribbean","High income",14108.1119898405,72.9737804878049,74206,20.352,8.8
"ATG","Antigua and Barbuda",1999,"Latin America & Caribbean","High income",14554.480731518,73.1860243902439,76041,20.351,8.4
"ATG","Antigua and Barbuda",2000,"Latin America & Caribbean","High income",15312.5663963211,73.3972926829268,77648,20.24,8
"ATG","Antigua and Barbuda",2001,"Latin America & Caribbean","High income",14907.0725261724,73.6060731707317,78972,20.022,7.7
"ATG","Antigua and Barbuda",2002,"Latin America & Caribbean","High income",15372.5781194249,73.8133902439024,80030,19.724,7.4
"ATG","Antigua and Barbuda",2003,"Latin America & Caribbean","High income",16426.9243052796,74.0192195121951,80904,19.374,7.1
"ATG","Antigua and Barbuda",2004,"Latin America & Caribbean","High income",17593.8761499796,74.2220487804878,81718,18.992,6.8
"ATG","Antigua and Barbuda",2005,"Latin America & Caribbean","High income",19067.0682345173,74.4218536585366,82565,18.599,6.6
"ATG","Antigua and Barbuda",2006,"Latin America & Caribbean","High income",22040.9135550974,74.6160975609756,83467,18.214,6.3
"ATG","Antigua and Barbuda",2007,"Latin America & Caribbean","High income",24503.84472287,74.8047804878049,84397,17.848,6.1
"ATG","Antigua and Barbuda",2008,"Latin America & Caribbean","High income",24723.4014419603,74.9868780487805,85349,17.513,5.9
"ATG","Antigua and Barbuda",2009,"Latin America & Caribbean","High income",21671.3756141615,75.1624146341464,86300,17.216,5.7
"ATG","Antigua and Barbuda",2010,"Latin America & Caribbean","High income",20151.3097864672,75.3339024390244,87233,16.966,5.5
"ATG","Antigua and Barbuda",2011,"Latin America & Caribbean","High income",19987.9241389288,75.5003658536586,88152,16.763,5.3
"ATG","Antigua and Barbuda",2012,"Latin America & Caribbean","High income",20946.7007773885,75.6653170731707,89069,16.595,5.2
"ATG","Antigua and Barbuda",2013,"Latin America & Caribbean","High income",21027.3976410307,75.8292926829268,89985,16.451,5
"ATG","Antigua and Barbuda",2014,"Latin America & Caribbean","High income",21799.0807053732,,90903,,
"AUS","Australia",1990,"East Asia & Pacific","High income",17357.6567413215,76.9946341463415,17065100,15.4,4.7
"AUS","Australia",1991,"East Asia & Pacific","High income",17807.9577933837,77.2756097560976,17284000,14.9,4.4
"AUS","Australia",1992,"East Asia & Pacific","High income",18200.8047529247,77.3780487804878,17495000,15.1,4.2
"AUS","Australia",1993,"East Asia & Pacific","High income",19141.2308228701,77.8780487804878,17667000,14.7,4.1
"AUS","Australia",1994,"East Asia & Pacific","High income",20066.216532507,77.8780487804878,17855000,14.5,3.9
"AUS","Australia",1995,"East Asia & Pacific","High income",20966.3071384641,77.8292682926829,18072000,14.2,3.8
"AUS","Australia",1996,"East Asia & Pacific","High income",22020.4206883911,78.0780487804878,18311000,13.9,3.7
"AUS","Australia",1997,"East Asia & Pacific","High income",22938.7963877894,78.4804878048781,18517000,13.6,3.6
"AUS","Australia",1998,"East Asia & Pacific","High income",24220.6392148085,78.6317073170732,18711000,13.3,3.6
"AUS","Australia",1999,"East Asia & Pacific","High income",25269.8234773227,78.9317073170732,18926000,13.1,3.5
"AUS","Australia",2000,"East Asia & Pacific","High income",26333.8858273582,79.2341463414634,19153000,13,3.5
"AUS","Australia",2001,"East Asia & Pacific","High income",27386.2180850096,79.6341463414634,19413000,12.7,3.4
"AUS","Australia",2002,"East Asia & Pacific","High income",28689.2659459317,79.9365853658537,19651400,12.8,3.4
"AUS","Australia",2003,"East Asia & Pacific","High income",29691.1542280732,80.2390243902439,19895400,12.6,3.3
"AUS","Australia",2004,"East Asia & Pacific","High income",31318.6234494447,80.490243902439,20127400,12.3,3.3
"AUS","Australia",2005,"East Asia & Pacific","High income",32571.8201206212,80.8414634146341,20394800,12.8,3.2
"AUS","Australia",2006,"East Asia & Pacific","High income",34325.0175743595,81.0414634146342,20697900,12.9,3.2
"AUS","Australia",2007,"East Asia & Pacific","High income",36555.7775415274,81.2926829268293,20827600,14.1,3.1
"AUS","Australia",2008,"East Asia & Pacific","High income",37494.5933995015,81.3951219512195,21249200,14,3
